data,subject,clip,label,onset_frame,corresponding_frame,offset_frame,onset_frame_path,corresponding_frame_path,offset_frame_path,data_sub,domain_label
CK+,S074,001,4,00000001,00000009,00000020,CK+/S074/001/S074_001_00000001.png,CK+/S074/001/S074_001_00000009.png,CK+/S074/001/S074_001_00000020.png,CK+_S074,0
CK+,S074,001,4,00000001,00000010,00000020,CK+/S074/001/S074_001_00000001.png,CK+/S074/001/S074_001_00000010.png,CK+/S074/001/S074_001_00000020.png,CK+_S074,0
CK+,S074,005,5,00000001,00000017,00000043,CK+/S074/005/S074_005_00000001.png,CK+/S074/005/S074_005_00000017.png,CK+/S074/005/S074_005_00000043.png,CK+_S074,0
CK+,S074,005,5,00000001,00000018,00000043,CK+/S074/005/S074_005_00000001.png,CK+/S074/005/S074_005_00000018.png,CK+/S074/005/S074_005_00000043.png,CK+_S074,0
CK+,S074,005,5,00000001,00000019,00000043,CK+/S074/005/S074_005_00000001.png,CK+/S074/005/S074_005_00000019.png,CK+/S074/005/S074_005_00000043.png,CK+_S074,0
CK+,S074,002,7,00000001,00000006,00000016,CK+/S074/002/S074_002_00000001.png,CK+/S074/002/S074_002_00000006.png,CK+/S074/002/S074_002_00000016.png,CK+_S074,0
CK+,S074,002,7,00000001,00000007,00000016,CK+/S074/002/S074_002_00000001.png,CK+/S074/002/S074_002_00000007.png,CK+/S074/002/S074_002_00000016.png,CK+_S074,0
CK+,S074,002,7,00000001,00000008,00000016,CK+/S074/002/S074_002_00000001.png,CK+/S074/002/S074_002_00000008.png,CK+/S074/002/S074_002_00000016.png,CK+_S074,0
CK+,S074,004,3,00000001,00000007,00000018,CK+/S074/004/S074_004_00000001.png,CK+/S074/004/S074_004_00000007.png,CK+/S074/004/S074_004_00000018.png,CK+_S074,0
CK+,S074,004,3,00000001,00000008,00000018,CK+/S074/004/S074_004_00000001.png,CK+/S074/004/S074_004_00000008.png,CK+/S074/004/S074_004_00000018.png,CK+_S074,0
CK+,S074,004,3,00000001,00000009,00000018,CK+/S074/004/S074_004_00000001.png,CK+/S074/004/S074_004_00000009.png,CK+/S074/004/S074_004_00000018.png,CK+_S074,0
CK+,S081,001,7,00000001,00000007,00000019,CK+/S081/001/S081_001_00000001.png,CK+/S081/001/S081_001_00000007.png,CK+/S081/001/S081_001_00000019.png,CK+_S081,0
CK+,S081,001,7,00000001,00000008,00000019,CK+/S081/001/S081_001_00000001.png,CK+/S081/001/S081_001_00000008.png,CK+/S081/001/S081_001_00000019.png,CK+_S081,0
CK+,S081,001,7,00000001,00000009,00000019,CK+/S081/001/S081_001_00000001.png,CK+/S081/001/S081_001_00000009.png,CK+/S081/001/S081_001_00000019.png,CK+_S081,0
CK+,S081,008,3,00000001,00000004,00000011,CK+/S081/008/S081_008_00000001.png,CK+/S081/008/S081_008_00000004.png,CK+/S081/008/S081_008_00000011.png,CK+_S081,0
CK+,S081,008,3,00000001,00000005,00000011,CK+/S081/008/S081_008_00000001.png,CK+/S081/008/S081_008_00000005.png,CK+/S081/008/S081_008_00000011.png,CK+_S081,0
CK+,S081,008,3,00000001,00000006,00000011,CK+/S081/008/S081_008_00000001.png,CK+/S081/008/S081_008_00000006.png,CK+/S081/008/S081_008_00000011.png,CK+_S081,0
CK+,S081,002,6,00000001,00000009,00000024,CK+/S081/002/S081_002_00000001.png,CK+/S081/002/S081_002_00000009.png,CK+/S081/002/S081_002_00000024.png,CK+_S081,0
CK+,S081,002,6,00000001,00000010,00000024,CK+/S081/002/S081_002_00000001.png,CK+/S081/002/S081_002_00000010.png,CK+/S081/002/S081_002_00000024.png,CK+_S081,0
CK+,S081,002,6,00000001,00000011,00000024,CK+/S081/002/S081_002_00000001.png,CK+/S081/002/S081_002_00000011.png,CK+/S081/002/S081_002_00000024.png,CK+_S081,0
CK+,S076,006,5,00000001,00000007,00000019,CK+/S076/006/S076_006_00000001.png,CK+/S076/006/S076_006_00000007.png,CK+/S076/006/S076_006_00000019.png,CK+_S076,0
CK+,S076,006,5,00000001,00000008,00000019,CK+/S076/006/S076_006_00000001.png,CK+/S076/006/S076_006_00000008.png,CK+/S076/006/S076_006_00000019.png,CK+_S076,0
CK+,S076,006,5,00000001,00000009,00000019,CK+/S076/006/S076_006_00000001.png,CK+/S076/006/S076_006_00000009.png,CK+/S076/006/S076_006_00000019.png,CK+_S076,0
CK+,S076,001,7,00000001,00000006,00000017,CK+/S076/001/S076_001_00000001.png,CK+/S076/001/S076_001_00000006.png,CK+/S076/001/S076_001_00000017.png,CK+_S076,0
CK+,S076,001,7,00000001,00000007,00000017,CK+/S076/001/S076_001_00000001.png,CK+/S076/001/S076_001_00000007.png,CK+/S076/001/S076_001_00000017.png,CK+_S076,0
CK+,S076,001,7,00000001,00000008,00000017,CK+/S076/001/S076_001_00000001.png,CK+/S076/001/S076_001_00000008.png,CK+/S076/001/S076_001_00000017.png,CK+_S076,0
CK+,S076,005,3,00000001,00000004,00000012,CK+/S076/005/S076_005_00000001.png,CK+/S076/005/S076_005_00000004.png,CK+/S076/005/S076_005_00000012.png,CK+_S076,0
CK+,S076,005,3,00000001,00000005,00000012,CK+/S076/005/S076_005_00000001.png,CK+/S076/005/S076_005_00000005.png,CK+/S076/005/S076_005_00000012.png,CK+_S076,0
CK+,S076,005,3,00000001,00000006,00000012,CK+/S076/005/S076_005_00000001.png,CK+/S076/005/S076_005_00000006.png,CK+/S076/005/S076_005_00000012.png,CK+_S076,0
CK+,S160,006,2,00000001,00000004,00000010,CK+/S160/006/S160_006_00000001.png,CK+/S160/006/S160_006_00000004.png,CK+/S160/006/S160_006_00000010.png,CK+_S160,0
CK+,S160,006,2,00000001,00000005,00000010,CK+/S160/006/S160_006_00000001.png,CK+/S160/006/S160_006_00000005.png,CK+/S160/006/S160_006_00000010.png,CK+_S160,0
CK+,S160,006,2,00000001,00000006,00000010,CK+/S160/006/S160_006_00000001.png,CK+/S160/006/S160_006_00000006.png,CK+/S160/006/S160_006_00000010.png,CK+_S160,0
CK+,S035,006,5,00000001,00000007,00000018,CK+/S035/006/S035_006_00000001.png,CK+/S035/006/S035_006_00000007.png,CK+/S035/006/S035_006_00000018.png,CK+_S035,0
CK+,S035,006,5,00000001,00000008,00000018,CK+/S035/006/S035_006_00000001.png,CK+/S035/006/S035_006_00000008.png,CK+/S035/006/S035_006_00000018.png,CK+_S035,0
CK+,S035,006,5,00000001,00000009,00000018,CK+/S035/006/S035_006_00000001.png,CK+/S035/006/S035_006_00000009.png,CK+/S035/006/S035_006_00000018.png,CK+_S035,0
CK+,S035,001,7,00000001,00000006,00000015,CK+/S035/001/S035_001_00000001.png,CK+/S035/001/S035_001_00000006.png,CK+/S035/001/S035_001_00000015.png,CK+_S035,0
CK+,S035,001,7,00000001,00000007,00000015,CK+/S035/001/S035_001_00000001.png,CK+/S035/001/S035_001_00000007.png,CK+/S035/001/S035_001_00000015.png,CK+_S035,0
CK+,S035,001,7,00000001,00000008,00000015,CK+/S035/001/S035_001_00000001.png,CK+/S035/001/S035_001_00000008.png,CK+/S035/001/S035_001_00000015.png,CK+_S035,0
CK+,S035,005,3,00000001,00000007,00000019,CK+/S035/005/S035_005_00000001.png,CK+/S035/005/S035_005_00000007.png,CK+/S035/005/S035_005_00000019.png,CK+_S035,0
CK+,S035,005,3,00000001,00000008,00000019,CK+/S035/005/S035_005_00000001.png,CK+/S035/005/S035_005_00000008.png,CK+/S035/005/S035_005_00000019.png,CK+_S035,0
CK+,S035,005,3,00000001,00000009,00000019,CK+/S035/005/S035_005_00000001.png,CK+/S035/005/S035_005_00000009.png,CK+/S035/005/S035_005_00000019.png,CK+_S035,0
CK+,S083,003,5,00000001,00000007,00000019,CK+/S083/003/S083_003_00000001.png,CK+/S083/003/S083_003_00000007.png,CK+/S083/003/S083_003_00000019.png,CK+_S083,0
CK+,S083,003,5,00000001,00000008,00000019,CK+/S083/003/S083_003_00000001.png,CK+/S083/003/S083_003_00000008.png,CK+/S083/003/S083_003_00000019.png,CK+_S083,0
CK+,S083,003,5,00000001,00000009,00000019,CK+/S083/003/S083_003_00000001.png,CK+/S083/003/S083_003_00000009.png,CK+/S083/003/S083_003_00000019.png,CK+_S083,0
CK+,S107,001,7,00000001,00000004,00000010,CK+/S107/001/S107_001_00000001.png,CK+/S107/001/S107_001_00000004.png,CK+/S107/001/S107_001_00000010.png,CK+_S107,0
CK+,S107,001,7,00000001,00000005,00000010,CK+/S107/001/S107_001_00000001.png,CK+/S107/001/S107_001_00000005.png,CK+/S107/001/S107_001_00000010.png,CK+_S107,0
CK+,S107,001,7,00000001,00000006,00000010,CK+/S107/001/S107_001_00000001.png,CK+/S107/001/S107_001_00000006.png,CK+/S107/001/S107_001_00000010.png,CK+_S107,0
CK+,S107,005,3,00000001,00000004,00000011,CK+/S107/005/S107_005_00000001.png,CK+/S107/005/S107_005_00000004.png,CK+/S107/005/S107_005_00000011.png,CK+_S107,0
CK+,S107,005,3,00000001,00000005,00000011,CK+/S107/005/S107_005_00000001.png,CK+/S107/005/S107_005_00000005.png,CK+/S107/005/S107_005_00000011.png,CK+_S107,0
CK+,S107,005,3,00000001,00000006,00000011,CK+/S107/005/S107_005_00000001.png,CK+/S107/005/S107_005_00000006.png,CK+/S107/005/S107_005_00000011.png,CK+_S107,0
CK+,S084,001,7,00000001,00000004,00000010,CK+/S084/001/S084_001_00000001.png,CK+/S084/001/S084_001_00000004.png,CK+/S084/001/S084_001_00000010.png,CK+_S084,0
CK+,S084,001,7,00000001,00000005,00000010,CK+/S084/001/S084_001_00000001.png,CK+/S084/001/S084_001_00000005.png,CK+/S084/001/S084_001_00000010.png,CK+_S084,0
CK+,S084,001,7,00000001,00000006,00000010,CK+/S084/001/S084_001_00000001.png,CK+/S084/001/S084_001_00000006.png,CK+/S084/001/S084_001_00000010.png,CK+_S084,0
CK+,S084,002,4,00000001,00000009,00000023,CK+/S084/002/S084_002_00000001.png,CK+/S084/002/S084_002_00000009.png,CK+/S084/002/S084_002_00000023.png,CK+_S084,0
CK+,S084,002,4,00000001,00000010,00000023,CK+/S084/002/S084_002_00000001.png,CK+/S084/002/S084_002_00000010.png,CK+/S084/002/S084_002_00000023.png,CK+_S084,0
CK+,S084,002,4,00000001,00000011,00000023,CK+/S084/002/S084_002_00000001.png,CK+/S084/002/S084_002_00000011.png,CK+/S084/002/S084_002_00000023.png,CK+_S084,0
CK+,S115,001,7,00000001,00000003,00000008,CK+/S115/001/S115_001_00000001.png,CK+/S115/001/S115_001_00000003.png,CK+/S115/001/S115_001_00000008.png,CK+_S115,0
CK+,S115,001,7,00000001,00000004,00000008,CK+/S115/001/S115_001_00000001.png,CK+/S115/001/S115_001_00000004.png,CK+/S115/001/S115_001_00000008.png,CK+_S115,0
CK+,S115,001,7,00000001,00000005,00000008,CK+/S115/001/S115_001_00000001.png,CK+/S115/001/S115_001_00000005.png,CK+/S115/001/S115_001_00000008.png,CK+_S115,0
CK+,S115,008,5,00000001,00000006,00000017,CK+/S115/008/S115_008_00000001.png,CK+/S115/008/S115_008_00000006.png,CK+/S115/008/S115_008_00000017.png,CK+_S115,0
CK+,S115,008,5,00000001,00000007,00000017,CK+/S115/008/S115_008_00000001.png,CK+/S115/008/S115_008_00000007.png,CK+/S115/008/S115_008_00000017.png,CK+_S115,0
CK+,S115,008,5,00000001,00000008,00000017,CK+/S115/008/S115_008_00000001.png,CK+/S115/008/S115_008_00000008.png,CK+/S115/008/S115_008_00000017.png,CK+_S115,0
CK+,S115,004,6,00000001,00000006,00000017,CK+/S115/004/S115_004_00000001.png,CK+/S115/004/S115_004_00000006.png,CK+/S115/004/S115_004_00000017.png,CK+_S115,0
CK+,S115,004,6,00000001,00000007,00000017,CK+/S115/004/S115_004_00000001.png,CK+/S115/004/S115_004_00000007.png,CK+/S115/004/S115_004_00000017.png,CK+_S115,0
CK+,S115,004,6,00000001,00000008,00000017,CK+/S115/004/S115_004_00000001.png,CK+/S115/004/S115_004_00000008.png,CK+/S115/004/S115_004_00000017.png,CK+_S115,0
CK+,S157,002,2,00000001,00000004,00000011,CK+/S157/002/S157_002_00000001.png,CK+/S157/002/S157_002_00000004.png,CK+/S157/002/S157_002_00000011.png,CK+_S157,0
CK+,S157,002,2,00000001,00000005,00000011,CK+/S157/002/S157_002_00000001.png,CK+/S157/002/S157_002_00000005.png,CK+/S157/002/S157_002_00000011.png,CK+_S157,0
CK+,S157,002,2,00000001,00000006,00000011,CK+/S157/002/S157_002_00000001.png,CK+/S157/002/S157_002_00000006.png,CK+/S157/002/S157_002_00000011.png,CK+_S157,0
CK+,S148,002,2,00000001,00000006,00000015,CK+/S148/002/S148_002_00000001.png,CK+/S148/002/S148_002_00000006.png,CK+/S148/002/S148_002_00000015.png,CK+_S148,0
CK+,S148,002,2,00000001,00000007,00000015,CK+/S148/002/S148_002_00000001.png,CK+/S148/002/S148_002_00000007.png,CK+/S148/002/S148_002_00000015.png,CK+_S148,0
CK+,S148,002,2,00000001,00000008,00000015,CK+/S148/002/S148_002_00000001.png,CK+/S148/002/S148_002_00000008.png,CK+/S148/002/S148_002_00000015.png,CK+_S148,0
CK+,S124,006,3,00000001,00000004,00000011,CK+/S124/006/S124_006_00000001.png,CK+/S124/006/S124_006_00000004.png,CK+/S124/006/S124_006_00000011.png,CK+_S124,0
CK+,S124,006,3,00000001,00000005,00000011,CK+/S124/006/S124_006_00000001.png,CK+/S124/006/S124_006_00000005.png,CK+/S124/006/S124_006_00000011.png,CK+_S124,0
CK+,S124,006,3,00000001,00000006,00000011,CK+/S124/006/S124_006_00000001.png,CK+/S124/006/S124_006_00000006.png,CK+/S124/006/S124_006_00000011.png,CK+_S124,0
CK+,S124,001,7,00000001,00000005,00000014,CK+/S124/001/S124_001_00000001.png,CK+/S124/001/S124_001_00000005.png,CK+/S124/001/S124_001_00000014.png,CK+_S124,0
CK+,S124,001,7,00000001,00000006,00000014,CK+/S124/001/S124_001_00000001.png,CK+/S124/001/S124_001_00000006.png,CK+/S124/001/S124_001_00000014.png,CK+_S124,0
CK+,S124,001,7,00000001,00000007,00000014,CK+/S124/001/S124_001_00000001.png,CK+/S124/001/S124_001_00000007.png,CK+/S124/001/S124_001_00000014.png,CK+_S124,0
CK+,S124,003,4,00000001,00000004,00000011,CK+/S124/003/S124_003_00000001.png,CK+/S124/003/S124_003_00000004.png,CK+/S124/003/S124_003_00000011.png,CK+_S124,0
CK+,S124,003,4,00000001,00000005,00000011,CK+/S124/003/S124_003_00000001.png,CK+/S124/003/S124_003_00000005.png,CK+/S124/003/S124_003_00000011.png,CK+_S124,0
CK+,S124,003,4,00000001,00000006,00000011,CK+/S124/003/S124_003_00000001.png,CK+/S124/003/S124_003_00000006.png,CK+/S124/003/S124_003_00000011.png,CK+_S124,0
CK+,S124,007,5,00000001,00000009,00000024,CK+/S124/007/S124_007_00000001.png,CK+/S124/007/S124_007_00000009.png,CK+/S124/007/S124_007_00000024.png,CK+_S124,0
CK+,S124,007,5,00000001,00000010,00000024,CK+/S124/007/S124_007_00000001.png,CK+/S124/007/S124_007_00000010.png,CK+/S124/007/S124_007_00000024.png,CK+_S124,0
CK+,S124,007,5,00000001,00000011,00000024,CK+/S124/007/S124_007_00000001.png,CK+/S124/007/S124_007_00000011.png,CK+/S124/007/S124_007_00000024.png,CK+_S124,0
CK+,S139,002,2,00000001,00000005,00000013,CK+/S139/002/S139_002_00000001.png,CK+/S139/002/S139_002_00000005.png,CK+/S139/002/S139_002_00000013.png,CK+_S139,0
CK+,S139,002,2,00000001,00000006,00000013,CK+/S139/002/S139_002_00000001.png,CK+/S139/002/S139_002_00000006.png,CK+/S139/002/S139_002_00000013.png,CK+_S139,0
CK+,S139,002,2,00000001,00000007,00000013,CK+/S139/002/S139_002_00000001.png,CK+/S139/002/S139_002_00000007.png,CK+/S139/002/S139_002_00000013.png,CK+_S139,0
CK+,S503,006,6,00000001,00000008,00000020,CK+/S503/006/S503_006_00000001.png,CK+/S503/006/S503_006_00000008.png,CK+/S503/006/S503_006_00000020.png,CK+_S503,0
CK+,S503,006,6,00000001,00000009,00000020,CK+/S503/006/S503_006_00000001.png,CK+/S503/006/S503_006_00000009.png,CK+/S503/006/S503_006_00000020.png,CK+_S503,0
CK+,S503,006,6,00000001,00000010,00000020,CK+/S503/006/S503_006_00000001.png,CK+/S503/006/S503_006_00000010.png,CK+/S503/006/S503_006_00000020.png,CK+_S503,0
CK+,S503,001,1,00000001,00000028,00000071,CK+/S503/001/S503_001_00000001.png,CK+/S503/001/S503_001_00000028.png,CK+/S503/001/S503_001_00000071.png,CK+_S503,0
CK+,S503,001,1,00000001,00000029,00000071,CK+/S503/001/S503_001_00000001.png,CK+/S503/001/S503_001_00000029.png,CK+/S503/001/S503_001_00000071.png,CK+_S503,0
CK+,S503,001,1,00000001,00000030,00000071,CK+/S503/001/S503_001_00000001.png,CK+/S503/001/S503_001_00000030.png,CK+/S503/001/S503_001_00000071.png,CK+_S503,0
CK+,S503,002,2,00000001,00000003,00000008,CK+/S503/002/S503_002_00000001.png,CK+/S503/002/S503_002_00000003.png,CK+/S503/002/S503_002_00000008.png,CK+_S503,0
CK+,S503,002,2,00000001,00000004,00000008,CK+/S503/002/S503_002_00000001.png,CK+/S503/002/S503_002_00000004.png,CK+/S503/002/S503_002_00000008.png,CK+_S503,0
CK+,S503,002,2,00000001,00000005,00000008,CK+/S503/002/S503_002_00000001.png,CK+/S503/002/S503_002_00000005.png,CK+/S503/002/S503_002_00000008.png,CK+_S503,0
CK+,S080,001,7,00000001,00000007,00000018,CK+/S080/001/S080_001_00000001.png,CK+/S080/001/S080_001_00000007.png,CK+/S080/001/S080_001_00000018.png,CK+_S080,0
CK+,S080,001,7,00000001,00000008,00000018,CK+/S080/001/S080_001_00000001.png,CK+/S080/001/S080_001_00000008.png,CK+/S080/001/S080_001_00000018.png,CK+_S080,0
CK+,S080,001,7,00000001,00000009,00000018,CK+/S080/001/S080_001_00000001.png,CK+/S080/001/S080_001_00000009.png,CK+/S080/001/S080_001_00000018.png,CK+_S080,0
CK+,S080,005,6,00000001,00000005,00000013,CK+/S080/005/S080_005_00000001.png,CK+/S080/005/S080_005_00000005.png,CK+/S080/005/S080_005_00000013.png,CK+_S080,0
CK+,S080,005,6,00000001,00000006,00000013,CK+/S080/005/S080_005_00000001.png,CK+/S080/005/S080_005_00000006.png,CK+/S080/005/S080_005_00000013.png,CK+_S080,0
CK+,S080,005,6,00000001,00000007,00000013,CK+/S080/005/S080_005_00000001.png,CK+/S080/005/S080_005_00000007.png,CK+/S080/005/S080_005_00000013.png,CK+_S080,0
CK+,S080,008,3,00000001,00000003,00000009,CK+/S080/008/S080_008_00000001.png,CK+/S080/008/S080_008_00000003.png,CK+/S080/008/S080_008_00000009.png,CK+_S080,0
CK+,S080,008,3,00000001,00000004,00000009,CK+/S080/008/S080_008_00000001.png,CK+/S080/008/S080_008_00000004.png,CK+/S080/008/S080_008_00000009.png,CK+_S080,0
CK+,S080,008,3,00000001,00000005,00000009,CK+/S080/008/S080_008_00000001.png,CK+/S080/008/S080_008_00000005.png,CK+/S080/008/S080_008_00000009.png,CK+_S080,0
CK+,S149,002,2,00000001,00000005,00000013,CK+/S149/002/S149_002_00000001.png,CK+/S149/002/S149_002_00000005.png,CK+/S149/002/S149_002_00000013.png,CK+_S149,0
CK+,S149,002,2,00000001,00000006,00000013,CK+/S149/002/S149_002_00000001.png,CK+/S149/002/S149_002_00000006.png,CK+/S149/002/S149_002_00000013.png,CK+_S149,0
CK+,S149,002,2,00000001,00000007,00000013,CK+/S149/002/S149_002_00000001.png,CK+/S149/002/S149_002_00000007.png,CK+/S149/002/S149_002_00000013.png,CK+_S149,0
CK+,S138,001,4,00000001,00000004,00000012,CK+/S138/001/S138_001_00000001.png,CK+/S138/001/S138_001_00000004.png,CK+/S138/001/S138_001_00000012.png,CK+_S138,0
CK+,S138,001,4,00000001,00000005,00000012,CK+/S138/001/S138_001_00000001.png,CK+/S138/001/S138_001_00000005.png,CK+/S138/001/S138_001_00000012.png,CK+_S138,0
CK+,S138,001,4,00000001,00000006,00000012,CK+/S138/001/S138_001_00000001.png,CK+/S138/001/S138_001_00000006.png,CK+/S138/001/S138_001_00000012.png,CK+_S138,0
CK+,S138,005,5,00000001,00000006,00000016,CK+/S138/005/S138_005_00000001.png,CK+/S138/005/S138_005_00000006.png,CK+/S138/005/S138_005_00000016.png,CK+_S138,0
CK+,S138,005,5,00000001,00000007,00000016,CK+/S138/005/S138_005_00000001.png,CK+/S138/005/S138_005_00000007.png,CK+/S138/005/S138_005_00000016.png,CK+_S138,0
CK+,S138,005,5,00000001,00000008,00000016,CK+/S138/005/S138_005_00000001.png,CK+/S138/005/S138_005_00000008.png,CK+/S138/005/S138_005_00000016.png,CK+_S138,0
CK+,S138,008,2,00000001,00000003,00000009,CK+/S138/008/S138_008_00000001.png,CK+/S138/008/S138_008_00000003.png,CK+/S138/008/S138_008_00000009.png,CK+_S138,0
CK+,S138,008,2,00000001,00000004,00000009,CK+/S138/008/S138_008_00000001.png,CK+/S138/008/S138_008_00000004.png,CK+/S138/008/S138_008_00000009.png,CK+_S138,0
CK+,S138,008,2,00000001,00000005,00000009,CK+/S138/008/S138_008_00000001.png,CK+/S138/008/S138_008_00000005.png,CK+/S138/008/S138_008_00000009.png,CK+_S138,0
