data,subject,clip,label,onset_frame,apex_frame,offset_frame,onset_frame_path,apex_frame_path,offset_frame_path,data_sub
smic,20,s20_ne_03,0,17625391,17625410,17625424,smic/HS_long/SMIC_HS_E/s20/s20_ne_03/reg_image17625391.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_03/reg_image17625410.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_03/reg_image17625424.jpg,smic_20
smic,20,s20_ne_03,0,17625391,17625411,17625424,smic/HS_long/SMIC_HS_E/s20/s20_ne_03/reg_image17625391.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_03/reg_image17625411.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_03/reg_image17625424.jpg,smic_20
smic,20,s20_ne_04,0,17651135,17651144,17651157,smic/HS_long/SMIC_HS_E/s20/s20_ne_04/reg_image17651135.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_04/reg_image17651144.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_04/reg_image17651157.jpg,smic_20
smic,20,s20_ne_04,0,17651135,17651145,17651157,smic/HS_long/SMIC_HS_E/s20/s20_ne_04/reg_image17651135.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_04/reg_image17651145.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_04/reg_image17651157.jpg,smic_20
smic,20,s20_ne_04,0,17651135,17651147,17651157,smic/HS_long/SMIC_HS_E/s20/s20_ne_04/reg_image17651135.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_04/reg_image17651147.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_04/reg_image17651157.jpg,smic_20
smic,20,s20_ne_04,0,17651135,17651148,17651157,smic/HS_long/SMIC_HS_E/s20/s20_ne_04/reg_image17651135.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_04/reg_image17651148.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_04/reg_image17651157.jpg,smic_20
smic,20,s20_ne_05,0,17664393,17664406,17664423,smic/HS_long/SMIC_HS_E/s20/s20_ne_05/reg_image17664393.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_05/reg_image17664406.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_05/reg_image17664423.jpg,smic_20
smic,20,s20_ne_05,0,17664393,17664407,17664423,smic/HS_long/SMIC_HS_E/s20/s20_ne_05/reg_image17664393.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_05/reg_image17664407.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_05/reg_image17664423.jpg,smic_20
smic,20,s20_ne_05,0,17664393,17664409,17664423,smic/HS_long/SMIC_HS_E/s20/s20_ne_05/reg_image17664393.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_05/reg_image17664409.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_05/reg_image17664423.jpg,smic_20
smic,20,s20_ne_05,0,17664393,17664410,17664423,smic/HS_long/SMIC_HS_E/s20/s20_ne_05/reg_image17664393.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_05/reg_image17664410.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_05/reg_image17664423.jpg,smic_20
smic,20,s20_ne_06,0,17668815,17668822,17668835,smic/HS_long/SMIC_HS_E/s20/s20_ne_06/reg_image17668815.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_06/reg_image17668822.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_06/reg_image17668835.jpg,smic_20
smic,20,s20_ne_06,0,17668815,17668823,17668835,smic/HS_long/SMIC_HS_E/s20/s20_ne_06/reg_image17668815.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_06/reg_image17668823.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_06/reg_image17668835.jpg,smic_20
smic,20,s20_ne_06,0,17668815,17668825,17668835,smic/HS_long/SMIC_HS_E/s20/s20_ne_06/reg_image17668815.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_06/reg_image17668825.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_06/reg_image17668835.jpg,smic_20
smic,20,s20_ne_06,0,17668815,17668826,17668835,smic/HS_long/SMIC_HS_E/s20/s20_ne_06/reg_image17668815.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_06/reg_image17668826.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_06/reg_image17668835.jpg,smic_20
smic,20,s20_ne_07,0,17668953,17668963,17668969,smic/HS_long/SMIC_HS_E/s20/s20_ne_07/reg_image17668953.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_07/reg_image17668963.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_07/reg_image17668969.jpg,smic_20
smic,20,s20_ne_07,0,17668953,17668964,17668969,smic/HS_long/SMIC_HS_E/s20/s20_ne_07/reg_image17668953.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_07/reg_image17668964.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_07/reg_image17668969.jpg,smic_20
smic,20,s20_ne_07,0,17668953,17668966,17668969,smic/HS_long/SMIC_HS_E/s20/s20_ne_07/reg_image17668953.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_07/reg_image17668966.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_07/reg_image17668969.jpg,smic_20
smic,20,s20_ne_07,0,17668953,17668967,17668969,smic/HS_long/SMIC_HS_E/s20/s20_ne_07/reg_image17668953.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_07/reg_image17668967.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_07/reg_image17668969.jpg,smic_20
smic,20,s20_ne_08,0,17670640,17670654,17670684,smic/HS_long/SMIC_HS_E/s20/s20_ne_08/reg_image17670640.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_08/reg_image17670654.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_08/reg_image17670684.jpg,smic_20
smic,20,s20_ne_08,0,17670640,17670655,17670684,smic/HS_long/SMIC_HS_E/s20/s20_ne_08/reg_image17670640.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_08/reg_image17670655.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_08/reg_image17670684.jpg,smic_20
smic,20,s20_ne_08,0,17670640,17670657,17670684,smic/HS_long/SMIC_HS_E/s20/s20_ne_08/reg_image17670640.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_08/reg_image17670657.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_08/reg_image17670684.jpg,smic_20
smic,20,s20_ne_08,0,17670640,17670658,17670684,smic/HS_long/SMIC_HS_E/s20/s20_ne_08/reg_image17670640.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_08/reg_image17670658.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_08/reg_image17670684.jpg,smic_20
smic,20,s20_ne_09,0,17678517,17678537,17678552,smic/HS_long/SMIC_HS_E/s20/s20_ne_09/reg_image17678517.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_09/reg_image17678537.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_09/reg_image17678552.jpg,smic_20
smic,20,s20_ne_09,0,17678517,17678538,17678552,smic/HS_long/SMIC_HS_E/s20/s20_ne_09/reg_image17678517.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_09/reg_image17678538.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_09/reg_image17678552.jpg,smic_20
smic,20,s20_ne_09,0,17678517,17678540,17678552,smic/HS_long/SMIC_HS_E/s20/s20_ne_09/reg_image17678517.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_09/reg_image17678540.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_09/reg_image17678552.jpg,smic_20
smic,20,s20_ne_09,0,17678517,17678541,17678552,smic/HS_long/SMIC_HS_E/s20/s20_ne_09/reg_image17678517.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_09/reg_image17678541.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_09/reg_image17678552.jpg,smic_20
smic,20,s20_ne_10,0,17707991,17708005,17708009,smic/HS_long/SMIC_HS_E/s20/s20_ne_10/reg_image17707991.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_10/reg_image17708005.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_10/reg_image17708009.jpg,smic_20
smic,20,s20_ne_10,0,17707991,17708006,17708009,smic/HS_long/SMIC_HS_E/s20/s20_ne_10/reg_image17707991.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_10/reg_image17708006.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_10/reg_image17708009.jpg,smic_20
smic,20,s20_ne_10,0,17707991,17708008,17708009,smic/HS_long/SMIC_HS_E/s20/s20_ne_10/reg_image17707991.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_10/reg_image17708008.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_10/reg_image17708009.jpg,smic_20
smic,20,s20_ne_10,0,17707991,17708009,17708009,smic/HS_long/SMIC_HS_E/s20/s20_ne_10/reg_image17707991.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_10/reg_image17708009.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_10/reg_image17708009.jpg,smic_20
smic,20,s20_ne_11,0,17841447,17841463,17841478,smic/HS_long/SMIC_HS_E/s20/s20_ne_11/reg_image17841447.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_11/reg_image17841463.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_11/reg_image17841478.jpg,smic_20
smic,20,s20_ne_11,0,17841447,17841464,17841478,smic/HS_long/SMIC_HS_E/s20/s20_ne_11/reg_image17841447.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_11/reg_image17841464.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_11/reg_image17841478.jpg,smic_20
smic,20,s20_ne_11,0,17841447,17841466,17841478,smic/HS_long/SMIC_HS_E/s20/s20_ne_11/reg_image17841447.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_11/reg_image17841466.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_11/reg_image17841478.jpg,smic_20
smic,20,s20_ne_11,0,17841447,17841467,17841478,smic/HS_long/SMIC_HS_E/s20/s20_ne_11/reg_image17841447.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_11/reg_image17841467.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_11/reg_image17841478.jpg,smic_20
smic,20,s20_ne_12,0,17832772,17832792,17832809,smic/HS_long/SMIC_HS_E/s20/s20_ne_12/reg_image17832772.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_12/reg_image17832792.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_12/reg_image17832809.jpg,smic_20
smic,20,s20_ne_12,0,17832772,17832793,17832809,smic/HS_long/SMIC_HS_E/s20/s20_ne_12/reg_image17832772.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_12/reg_image17832793.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_12/reg_image17832809.jpg,smic_20
smic,20,s20_ne_12,0,17832772,17832795,17832809,smic/HS_long/SMIC_HS_E/s20/s20_ne_12/reg_image17832772.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_12/reg_image17832795.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_12/reg_image17832809.jpg,smic_20
smic,20,s20_ne_12,0,17832772,17832796,17832809,smic/HS_long/SMIC_HS_E/s20/s20_ne_12/reg_image17832772.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_12/reg_image17832796.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_12/reg_image17832809.jpg,smic_20
smic,20,s20_ne_13,0,17835887,17835905,17835924,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/reg_image17835887.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/reg_image17835905.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/reg_image17835924.jpg,smic_20
smic,20,s20_ne_13,0,17835887,17835906,17835924,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/reg_image17835887.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/reg_image17835906.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/reg_image17835924.jpg,smic_20
smic,20,s20_ne_13,0,17835887,17835908,17835924,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/reg_image17835887.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/reg_image17835908.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/reg_image17835924.jpg,smic_20
smic,20,s20_ne_13,0,17835887,17835909,17835924,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/reg_image17835887.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/reg_image17835909.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_13/reg_image17835924.jpg,smic_20
smic,20,s20_ne_14,0,17837691,17837723,17837740,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/reg_image17837691.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/reg_image17837723.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/reg_image17837740.jpg,smic_20
smic,20,s20_ne_14,0,17837691,17837724,17837740,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/reg_image17837691.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/reg_image17837724.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/reg_image17837740.jpg,smic_20
smic,20,s20_ne_14,0,17837691,17837726,17837740,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/reg_image17837691.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/reg_image17837726.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/reg_image17837740.jpg,smic_20
smic,20,s20_ne_14,0,17837691,17837727,17837740,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/reg_image17837691.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/reg_image17837727.jpg,smic/HS_long/SMIC_HS_E/s20/s20_ne_14/reg_image17837740.jpg,smic_20
smic,20,s20_po_01,1,17598752,17598781,17598798,smic/HS_long/SMIC_HS_E/s20/s20_po_01/reg_image17598752.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/reg_image17598781.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/reg_image17598798.jpg,smic_20
smic,20,s20_po_01,1,17598752,17598782,17598798,smic/HS_long/SMIC_HS_E/s20/s20_po_01/reg_image17598752.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/reg_image17598782.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/reg_image17598798.jpg,smic_20
smic,20,s20_po_01,1,17598752,17598784,17598798,smic/HS_long/SMIC_HS_E/s20/s20_po_01/reg_image17598752.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/reg_image17598784.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/reg_image17598798.jpg,smic_20
smic,20,s20_po_01,1,17598752,17598785,17598798,smic/HS_long/SMIC_HS_E/s20/s20_po_01/reg_image17598752.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/reg_image17598785.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_01/reg_image17598798.jpg,smic_20
smic,20,s20_po_02,1,17646868,17646886,17646910,smic/HS_long/SMIC_HS_E/s20/s20_po_02/reg_image17646868.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/reg_image17646886.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/reg_image17646910.jpg,smic_20
smic,20,s20_po_02,1,17646868,17646887,17646910,smic/HS_long/SMIC_HS_E/s20/s20_po_02/reg_image17646868.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/reg_image17646887.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/reg_image17646910.jpg,smic_20
smic,20,s20_po_02,1,17646868,17646889,17646910,smic/HS_long/SMIC_HS_E/s20/s20_po_02/reg_image17646868.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/reg_image17646889.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/reg_image17646910.jpg,smic_20
smic,20,s20_po_02,1,17646868,17646890,17646910,smic/HS_long/SMIC_HS_E/s20/s20_po_02/reg_image17646868.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/reg_image17646890.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_02/reg_image17646910.jpg,smic_20
smic,20,s20_po_03,1,17748546,17748567,17748570,smic/HS_long/SMIC_HS_E/s20/s20_po_03/reg_image17748546.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_03/reg_image17748567.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_03/reg_image17748570.jpg,smic_20
smic,20,s20_po_03,1,17748546,17748568,17748570,smic/HS_long/SMIC_HS_E/s20/s20_po_03/reg_image17748546.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_03/reg_image17748568.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_03/reg_image17748570.jpg,smic_20
smic,20,s20_po_03,1,17748546,17748570,17748570,smic/HS_long/SMIC_HS_E/s20/s20_po_03/reg_image17748546.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_03/reg_image17748570.jpg,smic/HS_long/SMIC_HS_E/s20/s20_po_03/reg_image17748570.jpg,smic_20
smic,20,s20_sur_01,2,17597115,17597130,17597152,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/reg_image17597115.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/reg_image17597130.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/reg_image17597152.jpg,smic_20
smic,20,s20_sur_01,2,17597115,17597131,17597152,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/reg_image17597115.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/reg_image17597131.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/reg_image17597152.jpg,smic_20
smic,20,s20_sur_01,2,17597115,17597133,17597152,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/reg_image17597115.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/reg_image17597133.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/reg_image17597152.jpg,smic_20
smic,20,s20_sur_01,2,17597115,17597134,17597152,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/reg_image17597115.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/reg_image17597134.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_01/reg_image17597152.jpg,smic_20
smic,20,s20_sur_02,2,17692849,17692862,17692870,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/reg_image17692849.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/reg_image17692862.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/reg_image17692870.jpg,smic_20
smic,20,s20_sur_02,2,17692849,17692863,17692870,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/reg_image17692849.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/reg_image17692863.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/reg_image17692870.jpg,smic_20
smic,20,s20_sur_02,2,17692849,17692865,17692870,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/reg_image17692849.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/reg_image17692865.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/reg_image17692870.jpg,smic_20
smic,20,s20_sur_02,2,17692849,17692866,17692870,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/reg_image17692849.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/reg_image17692866.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_02/reg_image17692870.jpg,smic_20
smic,20,s20_sur_03,2,17761454,17761477,17761502,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/reg_image17761454.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/reg_image17761477.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/reg_image17761502.jpg,smic_20
smic,20,s20_sur_03,2,17761454,17761478,17761502,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/reg_image17761454.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/reg_image17761478.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/reg_image17761502.jpg,smic_20
smic,20,s20_sur_03,2,17761454,17761480,17761502,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/reg_image17761454.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/reg_image17761480.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/reg_image17761502.jpg,smic_20
smic,20,s20_sur_03,2,17761454,17761481,17761502,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/reg_image17761454.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/reg_image17761481.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_03/reg_image17761502.jpg,smic_20
smic,20,s20_sur_04,2,17763111,17763132,17763151,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/reg_image17763111.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/reg_image17763132.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/reg_image17763151.jpg,smic_20
smic,20,s20_sur_04,2,17763111,17763133,17763151,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/reg_image17763111.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/reg_image17763133.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/reg_image17763151.jpg,smic_20
smic,20,s20_sur_04,2,17763111,17763135,17763151,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/reg_image17763111.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/reg_image17763135.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/reg_image17763151.jpg,smic_20
smic,20,s20_sur_04,2,17763111,17763136,17763151,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/reg_image17763111.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/reg_image17763136.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_04/reg_image17763151.jpg,smic_20
smic,20,s20_sur_05,2,17771577,17771586,17771600,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/reg_image17771577.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/reg_image17771586.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/reg_image17771600.jpg,smic_20
smic,20,s20_sur_05,2,17771577,17771587,17771600,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/reg_image17771577.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/reg_image17771587.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/reg_image17771600.jpg,smic_20
smic,20,s20_sur_05,2,17771577,17771589,17771600,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/reg_image17771577.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/reg_image17771589.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/reg_image17771600.jpg,smic_20
smic,20,s20_sur_05,2,17771577,17771590,17771600,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/reg_image17771577.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/reg_image17771590.jpg,smic/HS_long/SMIC_HS_E/s20/s20_sur_05/reg_image17771600.jpg,smic_20
smic,14,s14_ne_01,0,34208,34236,34258,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/reg_image034208.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/reg_image034236.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/reg_image034258.jpg,smic_14
smic,14,s14_ne_01,0,34208,34237,34258,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/reg_image034208.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/reg_image034237.jpg,smic/HS_long/SMIC_HS_E/s14/s14_ne_01/reg_image034258.jpg,smic_14
